external_gene_name	ensembl_gene_id	Yeast_conservation	dN/dS	Multifunctionality	Disorder	PPI_degree	SM_fitness_defect	Copy_number	CAI	Nc	Co-expression_degree	Protein_length	Expression_level	Expression_variation	Num_of_domains	Num_of_unique_domains	Broad_conservation	Observed_GI_degree	Ortholog_in_other_species_common_name	Ortholog_in_other_species_systematic name
STP4	YDL048C	18	0.0829	10	0.6122	1	-0.037	2	0.226	5.63E+01	155	490	1.2	0.7325	NaN	NaN	10	14		
KNH1	YDL049C	22	0.1008	7	0.097	0	NaN	2	0.251	4.81E+01	7	268	NaN	0.5944	2	2	1	NaN		
LHP1	YDL051W	23	0.0681	9	0.4	10	-0.051	1	0.304	4.61E+01	1023	275	4.4	0.6803	2	2	61	17	sla1	SPAC57A10.10c
SLC1	YDL052C	23	0.1262	8	0.2277	22	NaN	1	0.28	4.91E+01	166	303	1.9	0.4	1	1	69	NaN	SPAC1851.02	SPAC1851.02
PBP4	YDL053C	10	0.1778	5	0.7189	12	0.005	1	0.224	4.40E+01	54	185	2	0.2645	NaN	NaN	0	25		
MCH1	YDL054C	18	0.0599	13	0.07	1	-0.035	1	0.184	5.84E+01	311	486	0.7	0.4364	1	1	8	31		
PSA1	YDL055C	23	0.0126	12	0	83	NaN	1	0.633	3.30E+01	639	361	15.2	0.6361	2	2	81	NaN	mpg1	SPCC1906.01
MBP1	YDL056W	23	0.0735	12	0.4418	4	0.046	2	0.226	5.13E+01	229	833	0.7	0.543	3	2	9	29	res1	SPBC725.16
YDL057W	YDL057W	19	0.1206	3	0.0762	3	NaN	1	0.183	5.05E+01	403	328	0.2	0.3757	1	1	8	NaN		
USO1	YDL058W	23	0.1561	17	0.657	7	NaN	1	0.255	5.20E+01	389	1790	0.7	0.3936	2	2	40	NaN	uso1	SPAC29E6.03c
RAD59	YDL059C	23	0.14	10	0.2647	1	-0.037	2	0.207	61	130	238	0.3	0.4039	1	1	5	17		
TSR1	YDL060W	23	0.0916	8	0.2868	38	NaN	1	0.261	5.10E+01	1031	788	2.4	0.6789	2	2	83	NaN	SPAC23H4.15	SPAC23H4.15
RPS29B	YDL061C	20	0.0146	9	0.125	0	0.332	2	0.772	2.39E+01	682	56	23.4	0.6858	1	1	9	55		
YDL063C	YDL063C	22	0.0949	4	0.1903	3	NaN	1	0.211	5.26E+01	991	620	0.9	0.7404	NaN	NaN	6	NaN	SPBC1703.03c	SPBC1703.03c
UBC9	YDL064W	23	NaN	16	0.051	1	NaN	1	0.24	4.00E+01	786	157	2.9	0.3155	1	1	78	NaN	hus5	SPAC30D11.13
PEX19	YDL065C	23	0.1439	13	0.6429	10	0.137	1	0.237	5.46E+01	106	342	1	0.4013	1	1	25	105	SPAC17C9.14	SPAC17C9.14
IDP1	YDL066W	23	0.0218	19	0.0701	9	-0.044	3	0.382	4.47E+01	169	428	2.5	0.3598	1	1	64	10		
COX9	YDL067C	21	0.0717	14	0.1864	0	NaN	1	0.374	3.31E+01	275	59	4.8	0.4803	NaN	NaN	6	NaN	cox9	SPCC1259.05c
CBS1	YDL069C	9	0.2676	9	0.0524	3	NaN	1	0.231	5.63E+01	27	229	0.3	0.377	NaN	NaN	NaN	NaN		
BDF2	YDL070W	23	0.1767	9	0.5266	7	0.012	2	0.231	4.95E+01	22	638	1.3	0.3934	2	1	30	32		
YET3	YDL072C	23	0.0665	8	0.2808	1	NaN	3	0.256	5.44E+01	973	203	4.4	0.6016	1	1	49	NaN	SPAC9E9.04	SPAC9E9.04
YDL073W	YDL073W	10	0.1371	3	0.1636	2	NaN	1	0.223	5.26E+01	292	984	0.8	0.3415	1	1	0	NaN		
BRE1	YDL074C	23	0.0872	17	0.3529	9	0.357	1	0.237	5.42E+01	1129	700	1.3	0.3801	2	2	61	128	brl2	SPCC970.10c
RPL31A	YDL075W	23	NaN	8	0.2389	10	NaN	2	0.745	2.86E+01	654	113	45.4	0.71	1	1	59	NaN		
RXT3	YDL076C	20	0.1473	8	0.2789	10	0.062	1	0.192	5.20E+01	256	294	1.1	0.3786	1	1	0	72		
VAM6	YDL077C	23	0.0967	13	0.184	6	0.24	1	0.257	5.33E+01	43	1049	0.3	0.4525	2	2	23	95		
MDH3	YDL078C	20	0.0502	15	0.0087	7	-0.042	2	0.258	5.77E+01	711	343	3.3	0.3808	2	2	5	28		
MRK1	YDL079C	23	0.1907	10	0.3932	1	-0.005	4	0.246	5.63E+01	82	501	0.1	0.593	1	1	5	18		
THI3	YDL080C	23	0.03	11	0.087	0	0.018	4	0.219	5.35E+01	46	609	0.7	0.347	3	3	0	63		
RPP1A	YDL081C	23	0.1699	8	0.0189	4	0.485	2	0.702	3.25E+01	674	106	34.2	0.7566	1	1	69	135		
RPL13A	YDL082W	22	0.0783	8	0.402	12	0.211	2	0.665	3.20E+01	851	199	25.9	0.6839	1	1	52	60		
RPS16B	YDL083C	18	0.0975	8	0.1748	0	0.282	2	0.767	2.86E+01	714	143	31.2	0.64	NaN	NaN	81	78		
SUB2	YDL084W	23	0.0089	20	0.1839	8	NaN	1	0.423	3.93E+01	836	446	7.1	0.4276	2	2	82	NaN	uap56	SPAC17G6.14c
NDE2	YDL085W	23	0.0469	9	0.1358	6	-0.036	3	0.219	5.34E+01	529	545	NaN	0.8183	2	2	6	27		
YDL086W	YDL086W	19	0.0164	5	0.0147	0	-0.031	1	0.299	5.36E+01	424	273	0.9	0.4456	1	1	6	6		
LUC7	YDL087C	23	0.0872	11	0.3142	25	NaN	1	0.186	5.92E+01	70	261	NaN	0.4641	1	1	76	NaN	usp106	SPCC16A11.13
ASM4	YDL088C	21	0.1643	23	0.392	2	0.008	2	0.244	5.32E+01	86	528	0.8	0.3794	1	1	0	24		
YDL089W	YDL089W	23	0.2413	6	0.2231	6	0.003	1	0.234	4.99E+01	286	484	0.3	0.4474	1	1	0	12	mug154	SPCC4G3.11
RAM1	YDL090C	23	0.1014	8	0.058	3	NaN	1	0.215	4.97E+01	18	431	0.3	0.4048	5	1	77	NaN	cpp1	SPAC17G6.04c
UBX3	YDL091C	23	0.0472	4	0.244	0	-0.023	2	0.246	5.22E+01	760	455	0.2	0.4934	1	1	64	33	ucp10	SPCC285.11
SRP14	YDL092W	18	0.1421	11	0.3767	11	NaN	1	0.237	5.27E+01	600	146	2.4	0.352	1	1	2	NaN		
PMT5	YDL093W	9	NaN	7	0.0969	2	0.01	1	0.227	5.20E+01	62	743	1	0.4256	2	2	1	19		
PMT1	YDL095W	20	0.0564	10	0.175	27	-0.014	1	0.305	4.79E+01	304	817	3.9	0.4841	2	2	10	33		
RPN6	YDL097C	23	NaN	8	0.0253	32	NaN	1	0.228	5.50E+01	427	434	2.8	0.4299	2	2	85	NaN	rpn6	SPAC23G3.11
SNU23	YDL098C	23	0.197	11	0.4742	9	NaN	1	0.191	5.03E+01	220	194	0.7	0.4912	1	1	69	NaN		
BUG1	YDL099W	11	0.213	8	0.6921	1	-0.005	1	0.232	5.16E+01	220	341	1.1	0.411	NaN	NaN	0	18		
GET3	YDL100C	23	0.0263	20	0.0678	38	0.025	1	0.368	4.18E+01	184	354	6.1	0.484	1	1	82	68	get3	SPAC1142.06
DUN1	YDL101C	21	0.0633	13	0.2885	1	NaN	2	0.236	5.24E+01	150	513	0.4	0.6405	2	2	29	NaN		
CDC2	YDL102W	23	NaN	26	0.1923	2	NaN	1	0.263	4.89E+01	329	1097	0.9	0.5919	3	3	79	NaN	cdc6	SPBC336.04
QRI1	YDL103C	22	0.0945	7	0.0692	1	NaN	1	0.257	5.25E+01	365	477	1.5	0.4697	1	1	82	NaN	uap1	SPBC1289.08
QRI7	YDL104C	23	NaN	11	0.0639	0	0.075	1	0.198	4.72E+01	144	407	0.2	0.3837	1	1	67	59	pgp1	SPCC1259.10
NSE4	YDL105W	23	NaN	6	0.4129	7	NaN	1	0.243	5.11E+01	51	402	0.3	0.5629	1	1	33	NaN	nse4	SPBC20F10.04c
PHO2	YDL106C	20	0.059	13	0.4007	1	-0.029	1	0.221	5.14E+01	280	559	0.3	0.4875	1	1	25	48		
MSS2	YDL107W	18	0.1607	7	0.0798	0	NaN	1	0.202	5.72E+01	406	351	0.2	0.5056	NaN	NaN	0	NaN		
KIN28	YDL108W	23	0.0137	19	0.085	7	NaN	1	0.243	5.24E+01	221	306	0.7	0.312	1	1	68	NaN	mcs6	SPBC19F8.07
YDL109C	YDL109C	23	0.1906	5	0.1422	1	-0.019	4	0.216	5.58E+01	15	647	0.4	0.6896	1	1	4	1		
TMA17	YDL110C	19	0.0478	5	0.2667	2	-0.006	1	0.237	5.23E+01	1004	150	0.8	0.7906	NaN	NaN	0	11		
RRP42	YDL111C	23	0.0419	20	0.0528	19	NaN	1	0.193	5.00E+01	1012	265	2.6	0.4162	1	1	16	NaN	SPBC16G5.10	SPBC16G5.10
TRM3	YDL112W	18	0.1356	10	0.0251	3	0.03	1	0.223	5.20E+01	883	1436	2.4	0.5411	1	1	10	30		
ATG20	YDL113C	16	0.065	16	0.3703	3	0.015	1	0.229	4.85E+01	616	640	0.3	0.5045	1	1	11	27		
YDL114W	YDL114W	23	0.127	6	0.1266	0	0.003	2	0.194	5.37E+01	75	308	NaN	0.624	1	1	66	18		
IWR1	YDL115C	21	0.1258	10	0.325	12	NaN	1	0.208	5.08E+01	611	353	0.6	0.517	1	1	2	NaN		
NUP84	YDL116W	23	0.0998	22	0.2121	9	NaN	1	0.246	5.17E+01	163	726	1.1	0.4269	1	1	45	NaN	nup107	SPBC428.01c
CYK3	YDL117W	23	0.0542	6	0.4249	2	0.132	1	0.212	4.99E+01	102	885	1.1	0.5	NaN	NaN	9	101	cyk3	SPAC9G1.06c
YDL118W	YDL118W	1	NaN	3	0.1111	1	0.012	1	0.209	5.20E+01	2	126	NaN	0.6048	NaN	NaN	NaN	89		
YDL119C	YDL119C	23	0.0539	7	0.1205	1	0.007	1	0.158	4.90E+01	106	307	0.4	0.4791	3	1	45	46	SPAC823.10c	SPAC823.10c
YFH1	YDL120W	23	0.1906	13	0.2816	3	NaN	1	0.213	4.87E+01	211	174	0.8	0.4525	1	1	47	NaN	SPCC1183.03c	SPCC1183.03c
YDL121C	YDL121C	17	0.0906	5	0.4765	1	0.005	1	0.23	5.11E+01	493	149	1.8	0.6091	NaN	NaN	0	11		
UBP1	YDL122W	20	0.0775	8	0.3956	30	-0.004	1	0.281	4.78E+01	345	809	3.5	0.4818	1	1	18	32	ubp11	SPBC19C2.04c
SNA4	YDL123W	16	0.1227	6	0.45	20	-0.009	1	0.191	61	324	140	0.8	0.3636	1	1	2	5		
YDL124W	YDL124W	21	0.0797	13	0.0256	0	-0.028	1	0.277	5.20E+01	822	312	3.7	0.8683	1	1	4	6	SPAC19G12.09	SPAC19G12.09
HNT1	YDL125C	22	NaN	7	0.0253	3	-0.057	1	0.326	4.55E+01	129	158	9.1	0.3276	1	1	82	4	SPCC1442.14c	SPCC1442.14c
CDC48	YDL126C	23	0.01	25	0.206	34	NaN	1	0.363	4.22E+01	425	835	10.2	0.5376	4	3	84	NaN	cdc48	SPAC1565.08
PCL2	YDL127W	20	0.1247	17	0.4253	1	-0.036	2	0.254	6.04E+01	44	308	0.2	0.5227	1	1	6	12		
VCX1	YDL128W	23	0.0246	14	0.1387	3	0.006	1	0.233	5.07E+01	159	411	3.1	0.4928	2	1	24	11	vcx1	SPCC1795.02c
YDL129W	YDL129W	10	0.1774	4	0.457	0	-0.014	1	0.163	5.63E+01	31	291	0.3	0.5824	NaN	NaN	0	9		
RPP1B	YDL130W	23	NaN	7	0.0094	6	0.206	2	0.722	3.26E+01	543	106	40.8	0.773	1	1	10	55		
LYS21	YDL131W	23	0.032	14	0.0773	4	-0.003	2	0.402	3.99E+01	242	440	3	0.6345	1	1	41	17		
CDC53	YDL132W	23	0.038	17	0.1239	3	NaN	1	0.246	5.22E+01	714	815	1.2	0.4781	2	2	82	NaN	cul1	SPAC17G6.12
YDL133W	YDL133W	20	0.0497	5	0.2082	1	-0.003	1	0.215	5.27E+01	75	437	1.1	0.2365	NaN	NaN	4	27		
PPH21	YDL134C	23	0.0153	13	0.2005	15	-0.01	9	0.241	4.63E+01	429	369	1.3	0.2887	1	1	23	25		
RPL41B	YDL133C-A	7	NaN	5	NaN	0	0.038	2	0.604	2.12E+01	176	25	NaN	0.5656	NaN	NaN	NaN	10		
RDI1	YDL135C	23	0.0181	10	0.1881	5	-0.116	1	0.262	5.34E+01	240	202	2.1	0.3712	1	1	72	5	SPAC6F12.06	SPAC6F12.06
RPL35B	YDL136W	18	NaN	7	0.3333	0	0.172	2	0.764	2.43E+01	812	120	32.1	0.5639	NaN	NaN	85	63		
ARF2	YDL137W	23	0.0231	13	0.0276	4	0.021	2	0.451	3.96E+01	352	181	9.5	0.3535	1	1	73	15		
RGT2	YDL138W	13	0.0792	14	0.3041	0	-0.027	29	0.218	5.54E+01	43	763	0.3	0.2784	1	1	14	8		
SCM3	YDL139C	20	0.2229	7	0.435	4	NaN	1	0.249	61	203	223	0.2	0.43	1	1	0	NaN		
RPO21	YDL140C	22	NaN	20	0.225	23	NaN	1	0.27	4.19E+01	185	1733	2.9	0.3121	23	8	78	NaN	rpb1	SPBC28F2.12
BPL1	YDL141W	23	0.0649	0	0.0348	3	NaN	1	0.209	5.35E+01	85	690	0.7	0.2825	3	3	42	NaN	SPBC30D10.07c	SPBC30D10.07c
CRD1	YDL142C	23	0.2072	12	0.0954	1	0.107	2	0.189	5.28E+01	731	283	0.4	0.3441	1	1	61	73		
CCT4	YDL143W	23	0.0211	6	0.0417	17	NaN	1	0.342	4.56E+01	776	528	2.4	0.4227	1	1	85	NaN	cct4	SPBC106.06
YDL144C	YDL144C	20	0.0693	10	0.0449	4	-0.014	1	0.202	5.64E+01	175	356	1.2	0.351	2	2	8	8		
COP1	YDL145C	23	0.0322	12	0.0933	14	NaN	1	0.316	4.59E+01	421	1201	2.8	0.3807	7	3	82	NaN	SPBPJ4664.04	SPBPJ4664.04
LDB17	YDL146W	23	0.0859	6	0.1752	1	0.008	1	0.242	5.17E+01	253	491	0.1	0.4678	1	1	6	15	SPBC24C6.10c	SPBC24C6.10c
RPN5	YDL147W	23	0.0571	6	0.0629	54	NaN	1	0.25	4.64E+01	514	445	4.6	0.4049	1	1	85	NaN		
NOP14	YDL148C	23	0.0986	15	0.5012	39	NaN	1	0.299	4.81E+01	933	810	1.7	0.7864	2	1	70	NaN	SPBC3F6.04c	SPBC3F6.04c
ATG9	YDL149W	23	0.0709	15	0.2407	4	-0.007	1	0.215	5.39E+01	521	997	0.1	0.5219	1	1	48	76	atg9	SPBC15D4.07c
RPC53	YDL150W	23	0.1103	7	0.6019	18	NaN	1	0.228	5.42E+01	919	422	0.8	0.6235	1	1	43	NaN		
SAS10	YDL153C	23	0.0839	13	0.6311	8	NaN	1	0.282	4.84E+01	993	610	7.1	0.8246	2	2	55	NaN	SPBC3B8.09	SPBC3B8.09
MSH5	YDL154W	12	0.1394	10	0.1099	6	0.053	1	0.217	4.97E+01	24	901	0.2	0.4142	2	2	39	6		
CLB3	YDL155W	23	0.104	11	0.3443	5	-0.036	4	0.233	5.44E+01	497	427	1.1	0.349	2	2	40	37		
YDL156W	YDL156W	20	0.0549	4	0.2356	8	0.04	1	0.234	5.34E+01	125	522	0.3	0.4167	2	1	42	24		
YDL157C	YDL157C	17	0.0648	3	0.3475	1	0.05	1	0.26	4.84E+01	598	118	5.7	0.5152	NaN	NaN	0	48		
STE7	YDL159W	19	0.0568	16	0.4738	0	NaN	1	0.214	5.29E+01	39	515	0.3	0.2771	1	1	44	NaN		
DHH1	YDL160C	23	0.0193	24	0.2866	35	NaN	1	0.323	4.40E+01	65	506	1.1	0.4664	2	2	81	NaN	ste13	SPBC776.09
ENT1	YDL161W	23	0.0377	13	0.5485	2	-0.009	3	0.227	4.79E+01	214	454	0.8	0.36	1	1	21	15		
CDC9	YDL164C	23	0.0578	19	0.249	7	NaN	1	0.237	5.02E+01	388	755	1.1	0.423	3	3	81	NaN	cdc17	SPAC20G8.01
CDC36	YDL165W	23	0.0138	14	0.0052	11	NaN	1	0.251	5.40E+01	163	191	2.2	0.3159	1	1	12	NaN	not2	SPCC4G3.15c
FAP7	YDL166C	23	0.0374	18	0.2132	6	NaN	1	0.207	5.42E+01	1075	197	2.1	0.4533	1	1	79	NaN	SPCC830.11c	SPCC830.11c
NRP1	YDL167C	23	0.1391	9	0.2865	4	0.033	1	0.21	4.87E+01	850	719	0.6	0.7062	2	1	5	15	SPAC17H9.04c	SPAC17H9.04c
SFA1	YDL168W	23	0.0261	15	0.0181	11	-0.009	1	0.343	4.30E+01	45	386	2.9	0.3523	2	2	71	15	SPCC13B11.04c	SPCC13B11.04c
UGX2	YDL169C	8	0.1253	3	0.3946	2	-0.013	1	0.178	5.08E+01	897	223	NaN	0.7815	NaN	NaN	0	8		
UGA3	YDL170W	9	0.0963	12	0.2254	1	-0.005	1	0.241	5.93E+01	150	528	0.3	0.4788	2	2	4	16	SPCC965.10	SPCC965.10
GLT1	YDL171C	23	NaN	17	0.049	7	-0.015	1	0.362	4.11E+01	98	2145	2.9	0.5402	5	5	50	22	glt1	SPAPB1E7.07
YDL173W	YDL173W	19	0.0739	3	0.6169	1	0.027	1	0.237	5.59E+01	39	295	2.2	0.3264	3	1	0	65		
DLD1	YDL174C	23	0.0367	10	0.1397	0	-0.043	3	0.292	4.94E+01	506	587	1.9	0.4865	2	2	57	8		
AIR2	YDL175C	23	0.085	15	0.6977	8	0.015	2	0.214	5.04E+01	156	344	0.4	0.2591	3	1	4	20		
YDL176W	YDL176W	10	0.0727	3	0.137	3	-0.034	1	0.209	5.09E+01	67	708	0.2	0.3269	NaN	NaN	0	24		
YDL177C	YDL177C	13	0.1203	3	0.0882	0	-0.015	1	0.225	4.79E+01	122	170	0.6	0.3023	1	1	3	5		
DLD2	YDL178W	23	0.0604	9	0.0453	0	-0.061	3	0.257	4.65E+01	287	530	1.7	0.3975	2	2	71	4		
PCL9	YDL179W	20	0.204	12	0.2928	2	0.029	2	0.215	5.33E+01	27	304	0.8	0.5456	1	1	1	20		
YDL180W	YDL180W	10	0.1661	6	0.1024	0	0.162	1	0.205	5.57E+01	196	547	0.7	0.3712	NaN	NaN	0	77		
INH1	YDL181W	18	0.0265	11	0.7176	4	0.028	2	0.212	4.65E+01	592	85	1.2	0.7055	1	1	2	23		
LYS20	YDL182W	23	0.0178	14	0.035	19	0.062	2	0.409	4.11E+01	185	428	4.8	0.6437	1	1	47	32		
YDL183C	YDL183C	23	0.0948	4	0.2281	0	0.011	1	0.19	5.74E+01	154	320	0.1	0.4245	1	1	4	31	SPAC23H3.12c	SPAC23H3.12c
RPL41A	YDL184C	7	NaN	6	1	1	0.01	2	0.578	2.45E+01	436	25	NaN	0.5948	NaN	NaN	NaN	31		
TFP1	YDL185W	23	0.0147	27	0.1251	19	NaN	1	0.361	4.03E+01	247	1071	7.4	0.4083	6	5	10	NaN	vma1	SPAC343.05
YDL186W	YDL186W	9	0.0891	3	0.4621	0	0.041	1	0.257	5.55E+01	5	277	NaN	0.4791	NaN	NaN	0	21		
PPH22	YDL188C	23	0.0166	13	0.2149	14	-0.002	9	0.271	5.02E+01	202	377	1.8	0.3161	1	1	67	19		
RBS1	YDL189W	11	0.1678	5	0.7615	6	-0.021	1	0.188	5.54E+01	346	457	0.9	0.2909	1	1	18	7		
UFD2	YDL190C	23	0.0361	7	0.1249	7	0.088	1	0.248	4.96E+01	178	961	1.8	0.2783	2	2	79	47	ufd2	SPAC20H4.10
RPL35A	YDL191W	18	NaN	6	0.3333	5	0.102	2	0.802	2.43E+01	776	120	41.2	0.5996	NaN	NaN	85	83		
ARF1	YDL192W	23	0.018	16	0.0276	39	0.204	2	0.545	3.22E+01	676	181	28.5	0.3725	1	1	38	144		
NUS1	YDL193W	23	0.1127	11	0.296	0	NaN	1	0.276	4.67E+01	494	375	0.8	0.4389	NaN	NaN	41	NaN	SPBC2A9.06c	SPBC2A9.06c
SNF3	YDL194W	13	0.0785	18	0.3529	0	0.05	29	0.208	5.22E+01	129	884	0.2	0.6218	1	1	1	13		
SEC31	YDL195W	23	0.0818	6	0.4698	22	NaN	1	0.285	4.63E+01	173	1273	2.5	0.468	4	3	83	NaN	sec31	SPBC8D2.20c
ASF2	YDL197C	7	0.3069	4	0.3962	4	-0.017	1	0.195	5.70E+01	114	525	0.3	0.4257	NaN	NaN	NaN	5		
GGC1	YDL198C	23	0.0337	16	0.1933	4	NaN	1	0.272	4.87E+01	141	300	2.5	0.6006	2	1	12	NaN	SPCC1682.09c	SPCC1682.09c
YDL199C	YDL199C	17	0.104	6	0.3421	4	-0.04	1	0.201	5.66E+01	848	687	NaN	0.6828	1	1	0	8		
MGT1	YDL200C	18	0.1091	7	0.0922	0	-0.03	1	0.163	5.00E+01	185	188	1.3	0.4352	2	2	15	34		
TRM8	YDL201W	23	0.0389	10	0.1713	2	0.058	1	0.273	4.87E+01	1051	286	1.7	0.7054	1	1	78	21	trm8	SPCPB16A4.04c
MRPL11	YDL202W	22	0.1294	7	0.2209	1	NaN	1	0.197	5.16E+01	290	249	0.9	0.4	1	1	4	NaN	mrpl11	SPAC31A2.03
YDL203C	YDL203C	22	0.1162	5	0.3884	6	-0.002	3	0.214	5.27E+01	29	623	0.3	0.3284	7	1	3	52		
RTN2	YDL204W	23	0.1598	7	0.3537	8	-0.005	2	0.263	5.28E+01	875	393	0.1	0.8545	1	1	2	14		
HEM3	YDL205C	23	0.022	6	0.0153	0	NaN	1	0.278	4.87E+01	2	327	0.3	0.5067	2	2	59	NaN	hem3	SPAC24B11.13
YDL206W	YDL206W	23	0.1495	7	0.122	0	0.015	2	0.205	5.13E+01	207	762	0.2	0.7375	2	1	62	9	SPAC3A12.06c	SPAC3A12.06c
GLE1	YDL207W	21	0.1097	16	0.5539	3	NaN	1	0.231	5.46E+01	63	538	0.7	0.7163	1	1	41	NaN	gle1	SPBC31E1.05
NHP2	YDL208W	23	0.0138	11	0.3179	27	NaN	1	0.457	3.77E+01	800	156	13.4	0.8336	1	1	78	NaN	nhp2	SPAC1782.10c
CWC2	YDL209C	22	0.0888	16	0.4189	15	NaN	1	0.197	4.95E+01	136	339	0.4	0.7261	1	1	18	NaN	cwf2	SPAC3A12.11c
UGA4	YDL210W	23	0.0327	11	0.1331	1	-0.064	4	0.302	4.48E+01	10	571	0.3	0.7975	1	1	30	4		
YDL211C	YDL211C	10	0.2741	6	0.2581	0	-0.007	2	0.194	5.56E+01	74	372	0.2	0.7207	NaN	NaN	NaN	2		
SHR3	YDL212W	23	0.0824	13	0.2333	35	NaN	1	0.297	4.33E+01	457	210	7.9	0.7393	1	1	5	NaN	psh3	SPBC409.20c
NOP6	YDL213C	23	0.0649	6	0.6933	18	0.053	1	0.243	4.96E+01	697	225	3	0.848	NaN	NaN	11	19	SPBC365.04c	SPBC365.04c
PRR2	YDL214C	23	0.1896	11	0.3505	0	0.016	4	0.215	5.34E+01	60	699	0.1	0.8792	1	1	7	6		
GDH2	YDL215C	22	0.0157	8	0.076	21	0.002	1	0.282	4.70E+01	477	1092	1.9	0.6427	2	2	18	14	SPCC132.04c	SPCC132.04c
RRI1	YDL216C	23	0.103	12	0.2462	6	-0.02	1	0.222	5.67E+01	40	440	0.1	0.8119	1	1	10	19	csn5	SPAC1687.13c
TIM22	YDL217C	23	0.0175	13	0.1691	1	NaN	1	0.189	4.54E+01	11	207	0.8	0.702	1	1	65	NaN	tim22	SPBC25H2.04c
YDL218W	YDL218W	9	0.0634	5	0.3249	1	-0.031	1	0.203	5.57E+01	67	317	NaN	0.6409	1	1	0	12		
DTD1	YDL219W	23	0.0468	7	0.08	0	-0.001	1	0.287	3.33E+01	449	150	2.8	0.4133	1	1	72	21	SPAC8C9.05	SPAC8C9.05
CDC13	YDL220C	13	0.2167	14	0.2424	2	NaN	1	0.209	5.81E+01	54	924	0.1	0.5321	1	1	0	NaN		
FMP45	YDL222C	20	0.0603	11	0.1974	54	-0.012	3	0.179	5.53E+01	702	309	NaN	0.8135	1	1	2	10		
HBT1	YDL223C	10	0.1656	8	0.7792	1	-0.027	2	0.249	4.92E+01	584	1046	0.3	0.7159	NaN	NaN	NaN	33		
WHI4	YDL224C	21	0.0904	6	0.5655	6	0.019	2	0.181	5.07E+01	138	649	0.7	0.2613	1	1	15	27		
SHS1	YDL225W	20	0.0644	28	0.4501	7	NaN	2	0.269	4.57E+01	452	551	0.7	0.3062	2	1	0	NaN		
GCS1	YDL226C	21	0.061	19	0.571	9	0.065	2	0.212	5.37E+01	316	352	1.9	0.2409	1	1	69	63	SPCC622.14	SPCC622.14
HO	YDL227C	6	0.0379	11	0.1126	2	NaN	1	0.212	5.25E+01	26	586	1.1	0.5302	2	2	0	NaN		
SSB1	YDL229W	20	0.0376	17	0.0881	2	-0.01	2	0.824	2.67E+01	468	613	44.3	0.4221	1	1	1	20		
PTP1	YDL230W	23	0.0504	6	0.0955	0	-0.033	1	0.225	61	401	335	1.1	0.495	1	1	70	9		
BRE4	YDL231C	23	0.0588	6	0.1316	0	-0.03	2	0.225	5.28E+01	62	1125	0.8	0.3234	2	2	5	8		
OST4	YDL232W	8	NaN	10	0.3333	0	NaN	1	0.582	3.75E+01	47	36	5.6	0.4392	1	1	0	NaN		
YDL233W	YDL233W	15	0.1522	4	0.5153	0	-0.022	1	0.222	5.35E+01	365	458	0.2	0.4851	1	1	1	10		
GYP7	YDL234C	23	0.0352	8	0.2614	1	-0.004	1	0.256	5.37E+01	711	746	0.6	0.5978	1	1	49	11	gyp7	SPAC630.05
YPD1	YDL235C	22	0.0648	7	0.1916	2	NaN	1	0.313	4.29E+01	189	167	2	0.364	1	1	3	NaN		
PHO13	YDL236W	23	0.0627	11	0.0577	13	-0.046	1	0.275	4.69E+01	285	312	2.5	0.4061	1	1	75	10	pho2	SPBC15D4.15
YDL237W	YDL237W	19	0.1179	3	0.0359	1	-0.042	1	0.229	5.45E+01	542	390	1.2	0.4327	NaN	NaN	3	12		
GUD1	YDL238C	22	0.132	7	0.0082	2	-0.06	1	0.227	5.87E+01	534	489	0.1	0.5732	1	1	62	2	SPCC1672.03c	SPCC1672.03c
ADY3	YDL239C	18	NaN	14	0.3519	24	-0.023	3	0.21	5.13E+01	76	790	NaN	0.5599	1	1	0	10		
LRG1	YDL240W	23	0.0546	18	0.3481	0	-0.009	1	0.223	5.21E+01	180	1017	0.2	0.5043	4	2	14	29	rga1	SPBC3F6.05
YDL241W	YDL241W	1	0.3393	3	0.1463	1	-0.056	1	0.163	61	9	123	0.6	0.6226	NaN	NaN	NaN	12		
AAD4	YDL243C	2	NaN	7	0.0243	0	0.026	1	0.276	4.92E+01	118	329	0.1	0.5614	1	1	6	44		
THI13	YDL244W	18	0.0442	5	0.0118	0	NaN	4	0.559	3.48E+01	231	340	0.3	0.6223	1	1	7	NaN		
HXT15	YDL245C	13	0.0506	11	0.1817	0	NaN	29	0.234	5.14E+01	68	567	NaN	0.4966	1	1	NaN	NaN		
SOR2	YDL246C	12	NaN	11	0.0112	2	NaN	4	0.271	5.19E+01	17	357	0.8	0.6023	2	2	17	NaN		
MPH2	YDL247W	13	NaN	5	0.2102	1	NaN	29	0.201	5.03E+01	16	609	NaN	0.4988	1	1	2	NaN		
COS7	YDL248W	4	NaN	5	0.107	3	NaN	9	0.237	5.47E+01	179	383	0.2	0.538	2	1	NaN	NaN		
NTH1	YDR001C	23	0.0234	14	0.1119	7	-0.001	2	0.236	5.01E+01	1111	751	1.5	0.7232	2	2	40	35		
YRB1	YDR002W	23	0.0596	12	0.4478	1	NaN	1	0.524	3.73E+01	646	201	17.1	0.4573	1	1	64	NaN	sbp1	SPBC1773.07c
