ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000010704	HFE	unresponsive
ENSG00000197061	HIST1H4C	upregulated
ENSG00000180596	HIST1H2BC	unresponsive
ENSG00000180573	HIST1H2AC	unresponsive
ENSG00000281052	NA	unresponsive
ENSG00000168298	HIST1H1E	upregulated
ENSG00000158373	HIST1H2BD	unresponsive
ENSG00000283064	AL353759.1	upregulated
ENSG00000217159	LARP1P1	unresponsive
ENSG00000274290	HIST1H2BE	upregulated
ENSG00000277157	HIST1H4D	upregulated
ENSG00000216331	HIST1H1PS1	unresponsive
ENSG00000282988	AL031777.3	unresponsive
ENSG00000281823	NA	upregulated
ENSG00000277224	HIST1H2BF	upregulated
ENSG00000217275	AL031777.1	unresponsive
ENSG00000276966	HIST1H4E	upregulated
ENSG00000273802	HIST1H2BG	upregulated
ENSG00000277075	HIST1H2AE	upregulated
ENSG00000280547	NA	unresponsive
ENSG00000274750	HIST1H3E	unresponsive
ENSG00000124575	HIST1H1D	upregulated
ENSG00000277775	HIST1H3F	upregulated
ENSG00000275713	HIST1H2BH	upregulated
ENSG00000273983	HIST1H3G	upregulated
ENSG00000218690	HIST1H2APS4	unresponsive
ENSG00000278588	HIST1H2BI	upregulated
ENSG00000158406	HIST1H4H	unresponsive
ENSG00000220875	HIST1H3PS1	unresponsive
ENSG00000186470	BTN3A2	unresponsive
ENSG00000124508	BTN2A2	unresponsive
ENSG00000026950	BTN3A1	unresponsive
ENSG00000124549	BTN2A3P	unresponsive
ENSG00000111801	BTN3A3	unresponsive
ENSG00000112763	BTN2A1	unresponsive
ENSG00000228223	HCG11	unresponsive
ENSG00000261353	NA	unresponsive
ENSG00000182952	HMGN4	unresponsive
ENSG00000146109	ABT1	unresponsive
ENSG00000181315	ZNF322	unresponsive
ENSG00000261584	AL513548.1	unresponsive
ENSG00000241549	GUSBP2	unresponsive
ENSG00000224843	LINC00240	unresponsive
ENSG00000272468	AL021807.1	unresponsive
ENSG00000124635	HIST1H2BJ	unresponsive
ENSG00000196787	HIST1H2AG	unresponsive
ENSG00000276180	HIST1H4I	unresponsive
ENSG00000197903	HIST1H2BK	unresponsive
ENSG00000274997	HIST1H2AH	upregulated
ENSG00000280696	NA	upregulated
ENSG00000112812	PRSS16	unresponsive
ENSG00000204789	ZNF204P	unresponsive
ENSG00000124613	ZNF391	unresponsive
ENSG00000096654	ZNF184	unresponsive
ENSG00000281706	LINC01012	unresponsive
ENSG00000217862	HIST1H4PS1	unresponsive
ENSG00000185130	HIST1H2BL	upregulated
ENSG00000196747	HIST1H2AI	upregulated
ENSG00000281258	NA	unresponsive
ENSG00000278828	HIST1H3H	unresponsive
ENSG00000276368	HIST1H2AJ	unresponsive
ENSG00000280826	NA	unresponsive
ENSG00000273703	HIST1H2BM	unresponsive
ENSG00000197238	HIST1H4J	upregulated
ENSG00000273542	HIST1H4K	upregulated
ENSG00000233822	HIST1H2BN	unresponsive
ENSG00000275221	HIST1H2AK	unresponsive
ENSG00000276903	HIST1H2AL	upregulated
ENSG00000281512	NA	upregulated
ENSG00000184357	HIST1H1B	upregulated
ENSG00000197153	HIST1H3J	unresponsive
ENSG00000281851	NA	upregulated
ENSG00000274641	HIST1H2BO	unresponsive
ENSG00000168126	OR2W6P	upregulated
ENSG00000124657	OR2B6	upregulated
ENSG00000217539	IQCB2P	unresponsive
ENSG00000272009	AL121944.1	unresponsive
ENSG00000197279	ZNF165	unresponsive
ENSG00000219891	ZSCAN12P1	unresponsive
ENSG00000219392	ZNF602P	unresponsive
ENSG00000269293	ZSCAN16-AS1	unresponsive
ENSG00000196812	ZSCAN16	unresponsive
ENSG00000261839	AL358933.1	unresponsive
ENSG00000198315	ZKSCAN8	unresponsive
ENSG00000226314	ZNF192P1	unresponsive
ENSG00000280107	AL022393.1	unresponsive
ENSG00000216901	ZNF603P	unresponsive
ENSG00000176933	TOB2P1	unresponsive
ENSG00000137185	ZSCAN9	unresponsive
ENSG00000187626	ZKSCAN4	unresponsive
ENSG00000189134	NKAPL	unresponsive
ENSG00000197062	ZSCAN26	unresponsive
ENSG00000276302	AL021997.3	unresponsive
ENSG00000137338	PGBD1	unresponsive
ENSG00000273712	AL021997.2	unresponsive
ENSG00000270326	AL021997.1	unresponsive
ENSG00000235109	ZSCAN31	unresponsive
ENSG00000189298	ZKSCAN3	unresponsive
ENSG00000158691	ZSCAN12	unresponsive
ENSG00000232040	ZBED9	unresponsive
ENSG00000246350	AL049543.1	unresponsive
ENSG00000225173	AL662890.1	unresponsive
ENSG00000204713	TRIM27	unresponsive
ENSG00000227214	HCG15	unresponsive
ENSG00000244349	AL662791.1	unresponsive
ENSG00000197935	ZNF311	unresponsive
ENSG00000204681	GABBR1	unresponsive
ENSG00000235238	SUMO2P1	unresponsive
ENSG00000204644	ZFP57	unresponsive
ENSG00000204642	HLA-F	unresponsive
ENSG00000225864	AL645939.1	unresponsive
ENSG00000214922	HLA-F-AS1	unresponsive
ENSG00000230521	AL645929.1	unresponsive
ENSG00000206341	HLA-H	unresponsive
ENSG00000230795	HLA-K	unresponsive
ENSG00000206503	HLA-A	unresponsive
ENSG00000227766	AL671277.1	unresponsive
ENSG00000204623	ZNRD1ASP	unresponsive
ENSG00000204622	HLA-J	unresponsive
ENSG00000278104	RF02218	unresponsive
ENSG00000275856	RF02219	unresponsive
ENSG00000066379	ZNRD1	unresponsive
ENSG00000204619	PPP1R11	unresponsive
ENSG00000204618	RNF39	unresponsive
ENSG00000204613	TRIM10	unresponsive
ENSG00000204610	TRIM15	unresponsive
ENSG00000234127	TRIM26	unresponsive
ENSG00000233892	PAIP1P1	unresponsive
ENSG00000243753	HLA-L	unresponsive
ENSG00000280128	AL662795.2	unresponsive
ENSG00000231074	HCG18	unresponsive
ENSG00000204599	TRIM39	unresponsive
ENSG00000241370	RPP21	unresponsive
ENSG00000236603	RANP1	unresponsive
ENSG00000204592	HLA-E	unresponsive
ENSG00000235781	LINC02569	unresponsive
ENSG00000204590	GNL1	unresponsive
ENSG00000204576	PRR3	unresponsive
ENSG00000204574	ABCF1	unresponsive
ENSG00000204569	PPP1R10	upregulated
ENSG00000204568	MRPS18B	unresponsive
ENSG00000137343	ATAT1	unresponsive
ENSG00000204564	C6orf136	unresponsive
ENSG00000204560	DHX16	unresponsive
ENSG00000146112	PPP1R18	unresponsive
ENSG00000277346	NA	unresponsive
ENSG00000137404	NRM	unresponsive
ENSG00000137337	MDC1	unresponsive
ENSG00000224328	MDC1-AS1	unresponsive
ENSG00000196230	TUBB	unresponsive
ENSG00000272540	AL662797.1	unresponsive
ENSG00000137312	FLOT1	unresponsive
ENSG00000272273	IER3-AS1	upregulated
ENSG00000137331	IER3	upregulated
ENSG00000214894	LINC00243	unresponsive
ENSG00000204580	DDR1	unresponsive
ENSG00000213780	GTF2H4	unresponsive
ENSG00000137411	VARS2	unresponsive
ENSG00000168631	MUCL3	unresponsive
ENSG00000204540	PSORS1C1	unresponsive
ENSG00000204539	CDSN	unresponsive
ENSG00000204536	CCHCR1	unresponsive
ENSG00000137310	TCF19	unresponsive
ENSG00000204531	POU5F1	unresponsive
ENSG00000204528	PSORS1C3	unresponsive
ENSG00000272501	AL662844.4	unresponsive
ENSG00000206344	HCG27	unresponsive
ENSG00000271821	AL662844.3	unresponsive
ENSG00000204525	HLA-C	unresponsive
ENSG00000227939	RPL3P2	unresponsive
ENSG00000234745	HLA-B	unresponsive
ENSG00000271581	AL671883.2	unresponsive
ENSG00000272221	AL645933.2	unresponsive
ENSG00000204520	MICA	unresponsive
ENSG00000206337	HCP5	unresponsive
ENSG00000233902	AL645933.1	unresponsive
ENSG00000204516	MICB	unresponsive
ENSG00000204511	MCCD1	unresponsive
ENSG00000198563	DDX39B	unresponsive
ENSG00000234006	DDX39B-AS1	unresponsive
ENSG00000213760	ATP6V1G2	unresponsive
ENSG00000204498	NFKBIL1	unresponsive
ENSG00000226979	LTA	upregulated
ENSG00000232810	TNF	upregulated
ENSG00000204469	PRRC2A	unresponsive
ENSG00000204463	BAG6	unresponsive
ENSG00000204444	APOM	unresponsive
ENSG00000204439	C6orf47	unresponsive
ENSG00000227198	C6orf47-AS1	unresponsive
ENSG00000204438	GPANK1	unresponsive
ENSG00000204435	CSNK2B	unresponsive
ENSG00000240053	LY6G5B	downregulated
ENSG00000204428	LY6G5C	unresponsive
ENSG00000204427	ABHD16A	unresponsive
ENSG00000204420	MPIG6B	unresponsive
ENSG00000204421	LY6G6C	unresponsive
ENSG00000213722	DDAH2	unresponsive
ENSG00000213719	CLIC1	unresponsive
ENSG00000204410	MSH5	unresponsive
ENSG00000228727	SAPCD1	unresponsive
ENSG00000235663	SAPCD1-AS1	unresponsive
ENSG00000204396	VWA7	unresponsive
ENSG00000204394	VARS	unresponsive
ENSG00000204392	LSM2	unresponsive
ENSG00000204390	HSPA1L	unresponsive
ENSG00000204389	HSPA1A	unresponsive
ENSG00000204388	HSPA1B	unresponsive
ENSG00000204387	C6orf48	unresponsive
ENSG00000204386	NEU1	unresponsive
ENSG00000204371	EHMT2	unresponsive
ENSG00000237080	EHMT2-AS1	unresponsive
ENSG00000166278	C2	unresponsive
ENSG00000204366	ZBTB12	unresponsive
ENSG00000281756	C2-AS1	unresponsive
ENSG00000243649	CFB	unresponsive
ENSG00000204356	NELFE	unresponsive
ENSG00000204351	SKIV2L	unresponsive
ENSG00000204348	DXO	unresponsive
ENSG00000204344	STK19	unresponsive
ENSG00000244731	C4A	unresponsive
ENSG00000233627	C4A-AS1	unresponsive
ENSG00000204338	CYP21A1P	unresponsive
ENSG00000248290	TNXA	unresponsive
ENSG00000224389	C4B	unresponsive
ENSG00000229776	C4B-AS1	unresponsive
ENSG00000231852	CYP21A2	unresponsive
ENSG00000168477	TNXB	unresponsive
ENSG00000213676	ATF6B	unresponsive
ENSG00000204315	FKBPL	unresponsive
ENSG00000204314	PRRT1	unresponsive
ENSG00000221988	PPT2	unresponsive
ENSG00000258388	PPT2-EGFL8	unresponsive
ENSG00000241404	EGFL8	unresponsive
ENSG00000204310	AGPAT1	unresponsive
ENSG00000204308	RNF5	unresponsive
ENSG00000204305	AGER	unresponsive
ENSG00000204304	PBX2	unresponsive
ENSG00000213654	GPSM3	unresponsive
ENSG00000204301	NOTCH4	unresponsive
ENSG00000225914	TSBP1-AS1	unresponsive
ENSG00000241106	HLA-DOB	unresponsive
ENSG00000204267	TAP2	unresponsive
ENSG00000204264	PSMB8	unresponsive
ENSG00000204261	PSMB8-AS1	unresponsive
ENSG00000240065	PSMB9	unresponsive
ENSG00000168394	TAP1	unresponsive
ENSG00000242574	HLA-DMB	unresponsive
ENSG00000204257	HLA-DMA	unresponsive
ENSG00000204256	BRD2	upregulated
ENSG00000263756	AL645941.3	upregulated
ENSG00000204252	HLA-DOA	unresponsive
ENSG00000204248	COL11A2	unresponsive
ENSG00000204231	RXRB	unresponsive
ENSG00000112473	SLC39A7	unresponsive
ENSG00000204228	HSD17B8	unresponsive
ENSG00000204227	RING1	unresponsive
ENSG00000272217	AL645940.1	unresponsive
ENSG00000232940	HCG25	unresponsive
ENSG00000223501	VPS52	unresponsive
ENSG00000231500	RPS18	unresponsive
ENSG00000235863	B3GALT4	unresponsive
ENSG00000227057	WDR46	unresponsive
ENSG00000204220	PFDN6	unresponsive
ENSG00000237441	RGL2	unresponsive
ENSG00000231925	TAPBP	unresponsive
ENSG00000236104	ZBTB22	unresponsive
ENSG00000204209	DAXX	unresponsive
ENSG00000237649	KIFC1	unresponsive
ENSG00000204194	RPL12P1	unresponsive
ENSG00000112511	PHF1	unresponsive
ENSG00000112514	CUTA	unresponsive
ENSG00000197283	SYNGAP1	unresponsive
ENSG00000274259	SYNGAP1-AS1	unresponsive
ENSG00000204188	GGNBP1	unresponsive
ENSG00000030110	BAK1	unresponsive
ENSG00000096433	ITPR3	unresponsive
ENSG00000137288	UQCC2	unresponsive
ENSG00000266509	MIR3934	unresponsive
ENSG00000161896	IP6K3	upregulated
ENSG00000161904	LEMD2	unresponsive
ENSG00000233183	AL138889.1	unresponsive
ENSG00000137309	HMGA1	unresponsive
ENSG00000276404	MIR6835	unresponsive
ENSG00000186577	SMIM29	unresponsive
ENSG00000225339	AL354740.1	unresponsive
ENSG00000220583	RPL35P2	unresponsive
ENSG00000272325	NUDT3	unresponsive
ENSG00000124614	RPS10	unresponsive
ENSG00000124507	PACSIN1	unresponsive
ENSG00000124664	SPDEF	unresponsive
ENSG00000196821	C6orf106	unresponsive
ENSG00000272288	AL451165.2	unresponsive
ENSG00000124562	SNRPC	unresponsive
ENSG00000065060	UHRF1BP1	unresponsive
ENSG00000064995	TAF11	unresponsive
ENSG00000064999	ANKS1A	unresponsive
ENSG00000124678	TCP11	unresponsive
ENSG00000146197	SCUBE3	unresponsive
ENSG00000272374	Z97832.2	unresponsive
ENSG00000065029	ZNF76	unresponsive
ENSG00000023892	DEF6	upregulated
ENSG00000112033	PPARD	unresponsive
ENSG00000112039	FANCE	unresponsive
ENSG00000198755	RPL10A	unresponsive
ENSG00000276712	MIR7111	downregulated
ENSG00000007866	TEAD3	unresponsive
ENSG00000112041	TULP1	unresponsive
ENSG00000219023	AL033519.2	unresponsive
ENSG00000096060	FKBP5	unresponsive
ENSG00000232909	AL157823.2	unresponsive
ENSG00000157343	ARMC12	unresponsive
ENSG00000196748	CLPSL2	unresponsive
ENSG00000197753	LHFPL5	unresponsive
ENSG00000096063	SRPK1	unresponsive
ENSG00000112062	MAPK14	unresponsive
ENSG00000237719	Z95152.1	unresponsive
ENSG00000156711	MAPK13	unresponsive
ENSG00000246982	Z84485.1	unresponsive
ENSG00000096070	BRPF3	unresponsive
ENSG00000180316	PNPLA1	unresponsive
ENSG00000010030	ETV7	unresponsive
ENSG00000179165	PXT1	unresponsive
ENSG00000112078	KCTD20	unresponsive
ENSG00000112079	STK38	unresponsive
ENSG00000112081	SRSF3	unresponsive
ENSG00000238554	RNU1-88P	unresponsive
ENSG00000124762	CDKN1A	unresponsive
ENSG00000255587	RAB44	upregulated
ENSG00000124772	CPNE5	unresponsive
ENSG00000137168	PPIL1	unresponsive
ENSG00000198663	C6orf89	unresponsive
ENSG00000232598	AL122034.1	unresponsive
ENSG00000164530	PI16	unresponsive
ENSG00000137409	MTCH1	unresponsive
ENSG00000146192	FGD2	unresponsive
ENSG00000226976	COX6A1P2	unresponsive
ENSG00000137193	PIM1	unresponsive
ENSG00000172738	TMEM217	unresponsive
ENSG00000065491	TBC1D22B	unresponsive
ENSG00000112130	RNF8	unresponsive
ENSG00000137200	CMTR1	unresponsive
ENSG00000198937	CCDC167	unresponsive
ENSG00000112139	MDGA1	unresponsive
ENSG00000225945	AL121574.1	unresponsive
ENSG00000156639	ZFAND3	unresponsive
ENSG00000183826	BTBD9	unresponsive
ENSG00000124767	GLO1	unresponsive
ENSG00000112167	SAYSD1	unresponsive
ENSG00000217165	ANKRD18EP	downregulated
ENSG00000164626	KCNK5	unresponsive
ENSG00000146122	DAAM2	unresponsive
ENSG00000235033	AL590999.1	unresponsive
ENSG00000124615	MOCS1	unresponsive
ENSG00000124596	OARD1	unresponsive
ENSG00000001167	NFYA	unresponsive
ENSG00000161912	ADCY10P1	upregulated
ENSG00000234753	FOXP4-AS1	unresponsive
ENSG00000137166	FOXP4	unresponsive
ENSG00000112559	MDFI	unresponsive
ENSG00000112561	TFEB	unresponsive
ENSG00000231102	AL035588.1	unresponsive
ENSG00000096088	PGC	unresponsive
ENSG00000137218	FRS3	unresponsive
ENSG00000124593	AL365205.1	unresponsive
ENSG00000164663	USP49	unresponsive
ENSG00000268745	AL365205.2	unresponsive
ENSG00000124641	MED20	unresponsive
ENSG00000112578	BYSL	unresponsive
ENSG00000112576	CCND3	unresponsive
ENSG00000137413	TAF8	unresponsive
ENSG00000261068	AL512274.1	unresponsive
ENSG00000188112	C6orf132	unresponsive
ENSG00000112599	GUCA1B	unresponsive
ENSG00000048544	MRPS10	unresponsive
ENSG00000124496	TRERF1	upregulated
ENSG00000024048	UBR2	unresponsive
ENSG00000124659	TBCC	unresponsive
ENSG00000112624	BICRAL	unresponsive
ENSG00000146223	RPL7L1	unresponsive
ENSG00000221821	C6orf226	unresponsive
ENSG00000137161	CNPY3	unresponsive
ENSG00000231113	AL035587.1	unresponsive
ENSG00000181524	RPL24P4	unresponsive
ENSG00000124713	GNMT	unresponsive
ENSG00000124587	PEX6	unresponsive
ENSG00000112640	PPP2R5D	unresponsive
ENSG00000124733	MEA1	unresponsive
ENSG00000124702	KLHDC3	unresponsive
ENSG00000124541	RRP36	unresponsive
ENSG00000272223	AL136304.1	unresponsive
ENSG00000044090	CUL7	unresponsive
ENSG00000137171	KLC4	unresponsive
ENSG00000112651	MRPL2	unresponsive
ENSG00000272170	AL355385.1	unresponsive
ENSG00000112655	PTK7	unresponsive
ENSG00000112658	SRF	unresponsive
ENSG00000112659	CUL9	unresponsive
ENSG00000245261	AL133375.1	unresponsive
ENSG00000112667	DNPH1	unresponsive
ENSG00000146216	TTBK1	unresponsive
ENSG00000137204	SLC22A7	unresponsive
ENSG00000146215	CRIP3	unresponsive
ENSG00000171467	ZNF318	unresponsive
ENSG00000124574	ABCC10	unresponsive
ENSG00000171462	DLK2	unresponsive
ENSG00000137221	TJAP1	unresponsive
ENSG00000204052	LRRC73	unresponsive
ENSG00000171453	POLR1C	unresponsive
ENSG00000137207	YIPF3	unresponsive
ENSG00000271754	AL355802.2	unresponsive
ENSG00000124571	XPO5	unresponsive
ENSG00000219470	AL355802.1	unresponsive
ENSG00000271970	NA	unresponsive
ENSG00000170734	POLH	unresponsive
ENSG00000203362	POLH-AS1	downregulated
ENSG00000172432	GTPBP2	unresponsive
ENSG00000124688	MAD2L1BP	unresponsive
ENSG00000172426	RSPH9	unresponsive
ENSG00000096080	MRPS18A	unresponsive
ENSG00000112715	VEGFA	unresponsive
ENSG00000272114	AL136131.3	unresponsive
ENSG00000237686	AL109615.3	unresponsive
ENSG00000181577	C6orf223	unresponsive
ENSG00000265518	NA	unresponsive
ENSG00000231881	AL109615.2	unresponsive
ENSG00000180992	MRPL14	unresponsive
ENSG00000137216	TMEM63B	unresponsive
ENSG00000137225	CAPN11	unresponsive
ENSG00000112759	SLC29A1	unresponsive
ENSG00000096384	HSP90AB1	unresponsive
ENSG00000157593	SLC35B2	unresponsive
ENSG00000146232	NFKBIE	unresponsive
ENSG00000178233	TMEM151B	unresponsive
ENSG00000272442	AL353588.1	unresponsive
ENSG00000146221	TCTE1	unresponsive
ENSG00000124608	AARS2	unresponsive
ENSG00000096401	CDC5L	unresponsive
ENSG00000196284	SUPT3H	unresponsive
ENSG00000124813	RUNX2	unresponsive
ENSG00000271857	AL096865.1	unresponsive
ENSG00000001561	ENPP4	unresponsive
ENSG00000146233	CYP39A1	unresponsive
ENSG00000153291	SLC25A27	unresponsive
ENSG00000180113	TDRD6	upregulated
ENSG00000146072	TNFRSF21	unresponsive
ENSG00000270761	AL355353.1	unresponsive
ENSG00000198087	CD2AP	unresponsive
ENSG00000164393	ADGRF2	upregulated
ENSG00000153294	ADGRF4	unresponsive
ENSG00000124818	OPN5	upregulated
ENSG00000244694	PTCHD4	unresponsive
ENSG00000146085	MUT	unresponsive
ENSG00000031691	CENPQ	unresponsive
ENSG00000197261	C6orf141	unresponsive
ENSG00000112077	RHAG	unresponsive
ENSG00000232702	AL158050.1	unresponsive
ENSG00000112116	IL17F	upregulated
ENSG00000218363	SLC25A20P1	upregulated
ENSG00000112118	MCM3	unresponsive
ENSG00000170915	PAQR8	unresponsive
ENSG00000096093	EFHC1	unresponsive
ENSG00000065308	TRAM2	unresponsive
ENSG00000225791	TRAM2-AS1	unresponsive
ENSG00000216775	AL109918.1	unresponsive
ENSG00000096092	TMEM14A	unresponsive
ENSG00000170899	GSTA4	unresponsive
ENSG00000202198	RF00100	upregulated
ENSG00000112144	ICK	unresponsive
ENSG00000112146	FBXO9	unresponsive
ENSG00000137270	GCM1	upregulated
ENSG00000218713	AL512378.1	unresponsive
ENSG00000219163	HMGB1P20	upregulated
ENSG00000012660	ELOVL5	unresponsive
ENSG00000271367	AL034374.1	unresponsive
ENSG00000001084	GCLC	unresponsive
ENSG00000249379	AL033397.2	unresponsive
ENSG00000124743	KLHL31	downregulated
ENSG00000137269	LRRC1	unresponsive
ENSG00000271218	AL033384.2	unresponsive
ENSG00000168143	FAM83B	downregulated
ENSG00000261116	AL049555.1	downregulated
ENSG00000146151	HMGCLL1	unresponsive
ENSG00000112175	BMP5	unresponsive
ENSG00000220666	RCC2P7	upregulated
ENSG00000151914	DST	unresponsive
ENSG00000231441	AL512422.1	unresponsive
ENSG00000151917	BEND6	unresponsive
ENSG00000168116	KIAA1586	unresponsive
ENSG00000112200	ZNF451	unresponsive
ENSG00000226803	ZNF451-AS1	unresponsive
ENSG00000112208	BAG2	unresponsive
ENSG00000112210	RAB23	unresponsive
ENSG00000146143	PRIM2	unresponsive
ENSG00000266579	FO680682.1	unresponsive
ENSG00000272541	AL021368.3	unresponsive
ENSG00000272316	AL021368.2	downregulated
ENSG00000239650	GUSBP4	unresponsive
ENSG00000215190	LINC00680	unresponsive
ENSG00000225096	AL445250.1	unresponsive
ENSG00000198225	FKBP1C	unresponsive
ENSG00000146166	LGSN	unresponsive
ENSG00000218617	AL121949.3	unresponsive
ENSG00000218274	AL121949.2	unresponsive
ENSG00000218048	AL121949.1	unresponsive
ENSG00000112245	PTP4A1	unresponsive
ENSG00000213312	RPL7AP34	unresponsive
ENSG00000266680	AL135905.1	unresponsive
ENSG00000213309	RPL9P18	unresponsive
ENSG00000118482	PHF3	unresponsive
ENSG00000188107	EYS	unresponsive
ENSG00000236345	SCAT8	unresponsive
ENSG00000214558	AL365217.1	unresponsive
ENSG00000220483	SLC25A51P1	unresponsive
ENSG00000233859	ADH5P4	unresponsive
ENSG00000135298	ADGRB3	unresponsive
ENSG00000168216	LMBRD1	unresponsive
ENSG00000219085	NPM1P37	unresponsive
ENSG00000112280	COL9A1	unresponsive
ENSG00000224349	AL365226.1	unresponsive
ENSG00000082269	FAM135A	unresponsive
ENSG00000154079	SDHAF4	unresponsive
ENSG00000112305	SMAP1	unresponsive
ENSG00000112309	B3GAT2	unresponsive
ENSG00000232295	AL589935.1	unresponsive
ENSG00000119900	OGFRL1	unresponsive
ENSG00000233237	LINC00472	unresponsive
ENSG00000279312	AL136164.4	downregulated
ENSG00000199094	MIR30C2	unresponsive
ENSG00000279289	AL136164.3	unresponsive
ENSG00000079841	RIMS1	unresponsive
ENSG00000185760	KCNQ5	unresponsive
ENSG00000135314	KHDC1	unresponsive
ENSG00000229852	AC019205.1	unresponsive
ENSG00000234882	EIF3EP1	unresponsive
ENSG00000080007	DDX43	unresponsive
ENSG00000164430	CGAS	unresponsive
ENSG00000135297	MTO1	unresponsive
ENSG00000223821	AL603910.1	unresponsive
ENSG00000156508	EEF1A1	unresponsive
ENSG00000229862	AL121972.1	unresponsive
ENSG00000119899	SLC17A5	unresponsive
ENSG00000231652	AL590428.1	unresponsive
ENSG00000156535	CD109	unresponsive
ENSG00000272243	AL356277.3	unresponsive
ENSG00000111799	COL12A1	unresponsive
ENSG00000112695	COX7A2	unresponsive
ENSG00000112697	TMEM30A	unresponsive
ENSG00000225793	AL080250.1	unresponsive
ENSG00000118407	FILIP1	unresponsive
ENSG00000112701	SENP6	unresponsive
ENSG00000252498	RNU6-1016P	unresponsive
ENSG00000196586	MYO6	unresponsive
ENSG00000112706	IMPG1	unresponsive
ENSG00000230309	AL121718.1	unresponsive
ENSG00000146243	IRAK1BP1	unresponsive
ENSG00000146247	PHIP	unresponsive
ENSG00000118418	HMGN3	unresponsive
ENSG00000270362	HMGN3-AS1	unresponsive
ENSG00000135338	LCA5	unresponsive
ENSG00000279659	AL451064.2	unresponsive
ENSG00000198478	SH3BGRL2	unresponsive
ENSG00000118402	ELOVL4	unresponsive
ENSG00000112742	TTK	unresponsive
ENSG00000218418	AL591135.1	unresponsive
ENSG00000083123	BCKDHB	unresponsive
ENSG00000272129	AL359715.3	unresponsive
ENSG00000279022	AL359715.4	unresponsive
ENSG00000233967	AL359715.1	unresponsive
ENSG00000260645	AL359715.2	unresponsive
ENSG00000112773	TENT5A	unresponsive
ENSG00000005700	IBTK	unresponsive
ENSG00000146242	TPBG	downregulated
ENSG00000118420	UBE3D	unresponsive
ENSG00000083097	DOP1A	unresponsive
ENSG00000013375	PGM3	unresponsive
ENSG00000013392	RWDD2A	unresponsive
